#separator:Tab
#html:true
#columns:word	sentence	translation	additional translations	wiktionary link	attributions
反对	有些人<b>反对</b>汤姆的意见。	Some object to Tom's opinion.		https://en.m.wiktionary.org/wiki/反對#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1027337 (CM) & #8720485 (crescat)
一間	我想要<b>一間</b>前面的房間。	I'd like a room in the front.		https://en.m.wiktionary.org/wiki/一間#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #318353 (CK) & #801405 (Martha)
外套	你有<b>外套</b>和帽子嗎？	Do you have a coat and a hat?		https://en.m.wiktionary.org/wiki/外套#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #434538 (lukaszpp) & #1261475 (tsayng)
人們	<b>人們</b>應該盡力而為。	People should do their best.		https://en.m.wiktionary.org/wiki/人們#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #450246 (CK) & #844627 (Martha)
活	你不能這樣<b>活</b>。	You can't live like this.		https://en.m.wiktionary.org/wiki/活#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3819858 (CK) & #6923182 (verdastelo9604)
三十	你欠我<b>三十</b>美元。	You owe me thirty bucks.		https://en.m.wiktionary.org/wiki/三十#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3826003 (CK) & #9965550 (GlossaMatik)
小提琴	湯姆是<b>小提琴</b>教師。	Tom is a violin teacher.		https://en.m.wiktionary.org/wiki/小提琴#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3735532 (CK) & #6325090 (verdastelo9604)
鋼琴	她有<b>鋼琴</b>嗎？	Does she have a piano?		https://en.m.wiktionary.org/wiki/鋼琴#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #388296 (CK) & #833105 (Martha)
危险	它有<b>危险</b>。	It can be dangerous.		https://en.m.wiktionary.org/wiki/危險#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1820249 (Spamster) & #5967291 (verdastelo9604)
厨房	她每天早上都帮母亲在<b>厨房</b>准备早餐。	Every morning she helps her mother to prepare breakfast in the kitchen.		https://en.m.wiktionary.org/wiki/廚房#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #317070 (CK) & #2028014 (ydcok)
及	你應該為你沒有<b>及</b>時回家吃晚餐向你父親道歉。	You should apologize to Dad for not coming home in time for supper.	You should apologize to your father for not getting home in time for dinner.	https://en.m.wiktionary.org/wiki/及#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #16740 (CK) & #775840 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #387423 (CK) & #775840 (Martha)
戒烟	在医院的时候，我不得不<b>戒烟</b>。	I had to abstain from smoking while I was in the hospital.		https://en.m.wiktionary.org/wiki/戒煙#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #259867 (CK) & #1878437 (sadhen)
餐馆	这是我吃过的最好的<b>餐馆</b>之一。	This is one of the best restaurants I've ever eaten in.	This is one of the best restaurants that I've ever eaten in.	https://en.m.wiktionary.org/wiki/餐館#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8459196 (CK) & #8463633 (gumblex)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #8459194 (CK) & #8463633 (gumblex)
欧洲	我决定去美国，而不是<b>欧洲</b>。	Instead of going to Europe, I decided to go to America.		https://en.m.wiktionary.org/wiki/歐洲#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #30021 (CK) & #333777 (fucongcong)
高中	以前讀<b>高中</b>的時候﹐我每天早上六點起床。	Back in high school, I got up at 6 a.m. every morning.		https://en.m.wiktionary.org/wiki/高中#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1360 (Zifre) & #55 (fucongcong)
疯	最后一个听我说我的主意的人认为我<b>疯</b>了。	The last person I told my idea to thought I was nuts.		https://en.m.wiktionary.org/wiki/瘋#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1318 (Zifre) & #501305 (fucongcong)
按	看來湯姆會<b>按</b>我們要求的去做。	It looks like Tom will do what we've asked him to do.		https://en.m.wiktionary.org/wiki/按#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6229997 (CK) & #6624694 (verdastelo9604)
写信	请<b>写信</b>告诉我你们学校的情况。	Please write to me about conditions at your school.		https://en.m.wiktionary.org/wiki/寫信#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #50765 (CM) & #332602 (fucongcong)
车站	我现在在去<b>车站</b>见汤姆的路上。	I'm on my way to meet Tom at the station right now.		https://en.m.wiktionary.org/wiki/車站#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4132521 (CK) & #5780585 (verdastelo9604)
印度	我想问汤姆他在<b>印度</b>生活了多久。	I wanted to ask Tom how long he had lived in India.		https://en.m.wiktionary.org/wiki/印度#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1027488 (CK) & #1361956 (sadhen)
恐怕	我<b>恐怕</b>我給你找的工作不輕鬆。	I'm afraid the job I've got for you won't be easy.		https://en.m.wiktionary.org/wiki/恐怕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #70633 (CM) & #6109328 (verdastelo9604)
周末	我爸爸会在这<b>周末</b>回家。	My father will come home at the end of this week.		https://en.m.wiktionary.org/wiki/周末#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #319270 (CK) & #334238 (fucongcong)
火	人是唯一会使用<b>火</b>的动物。	Man is the only animal that can make use of fire.		https://en.m.wiktionary.org/wiki/火#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #270259 (CM) & #427601 (fucongcong)
玩得	好像你们在这儿<b>玩得</b>不愉快啊。	It seems that you aren't having a good time here.	It seems that you're not having a good time here.	https://en.m.wiktionary.org/wiki/玩得#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7803524 (CK) & #795738 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7803523 (CK) & #795738 (fucongcong)
餓	我<b>餓</b>了，所以我要吃東西。	I'm hungry, so I'm going to get something to eat.		https://en.m.wiktionary.org/wiki/餓#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #372009 (saeb) & #6120924 (verdastelo9604)
河裡	老師跟他們說，叫他們別在<b>河裡</b>游泳。	The teacher told them not to swim in the river.		https://en.m.wiktionary.org/wiki/河裡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #273060 (CS) & #3148830 (cienias)
很早	你今天必須起得<b>很早</b>嗎？	Did you have to get up very early this morning?		https://en.m.wiktionary.org/wiki/很早#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #62602 (CK) & #6093375 (verdastelo9604)
大學	湯姆爲了上<b>大學</b>努力學習。	Tom studied hard so he could get into college.		https://en.m.wiktionary.org/wiki/大學#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1024128 (CK) & #5613694 (verdastelo9604)
那事	汤姆应该已经跟你讨论过<b>那事</b>了。	Tom should've already discussed that with you.		https://en.m.wiktionary.org/wiki/那事#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4620256 (CK) & #4620841 (Yashanti)
困难	你说你有<b>困难</b>。我能帮忙吗？	You said you were in trouble. How can I help?		https://en.m.wiktionary.org/wiki/睏難#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1994413 (CK) & #6089785 (verdastelo9604)
好多	今天早上他收到<b>好多</b>信。	He received quite a few letters this morning.		https://en.m.wiktionary.org/wiki/好多#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1316331 (CK) & #343416 (fucongcong)
討論	我們明天<b>討論</b>這個問題。	We're going to discuss the problem tomorrow.		https://en.m.wiktionary.org/wiki/討論#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #249413 (CK) & #6482313 (verdastelo9604)
然后	她可能迟到，<b>然后</b>我们就要等。	She may be late, in which case we will wait.		https://en.m.wiktionary.org/wiki/然後#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #315791 (mamat) & #6020846 (verdastelo9604)
喝醉	汤姆和他的朋友们在公园<b>喝醉</b>了。	Tom got drunk with his friends in the park.		https://en.m.wiktionary.org/wiki/喝醉#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8102674 (CK) & #8741602 (cxpadonis)
兩	他們<b>兩</b>箇都喝醉了。	They were both drunk.		https://en.m.wiktionary.org/wiki/兩#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2186507 (Hybrid) & #6111771 (verdastelo9604)
逮捕	我不知道汤姆要被<b>逮捕</b>了。	I didn't know Tom was going to be arrested.	I didn't know that Tom was going to be arrested.	https://en.m.wiktionary.org/wiki/逮捕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6802730 (CK) & #9959100 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #6802731 (CK) & #9959100 (GlossaMatik)
快要	他<b>快要</b>睡了。	He was just on the verge of going to sleep.		https://en.m.wiktionary.org/wiki/快要#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #292808 (CK) & #8621495 (slo_oth)
還有	他能說法語，當然<b>還有</b>英語。	He can speak French, and obviously English.		https://en.m.wiktionary.org/wiki/還有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #292640 (CK) & #5581658 (verdastelo9604)
以后	汤姆60岁<b>以后</b>不想工作。	Tom doesn't want to work after he's sixty.		https://en.m.wiktionary.org/wiki/以後#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10191467 (CK) & #9956718 (GlossaMatik)
出現	湯姆昨天沒有<b>出現</b>在派對上。	Tom didn't show up at the party yesterday.		https://en.m.wiktionary.org/wiki/齣現#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4794431 (CK) & #4794627 (umidake)
旁边	他经常坐在我<b>旁边</b>听音乐。	He often sits by me and listens to music.		https://en.m.wiktionary.org/wiki/旁邊#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #293284 (CK) & #1433797 (sadhen)
那种	孩子们在旁边的时候，你不应该说<b>那种</b>事。	You shouldn't say that kind of thing when children are around.		https://en.m.wiktionary.org/wiki/那種#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1396432 (CK) & #2030808 (sadhen)
每年	汤姆以前<b>每年</b>夏天都去波士顿。	Tom used to come to Boston every summer.		https://en.m.wiktionary.org/wiki/每年#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6244962 (CK) & #9962291 (GlossaMatik)
满意	我不认为每个人都<b>满意</b>这件事。	I don't think that anyone was satisfied.		https://en.m.wiktionary.org/wiki/滿意#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7236115 (CK) & #8508419 (maxine)
床	我昨天幾乎下不了<b>床</b>。	I could barely get out of bed yesterday.		https://en.m.wiktionary.org/wiki/床#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2308060 (CK) & #6633868 (verdastelo9604)
控制	汤姆不知道怎么<b>控制</b>住自己。	Tom didn't know how to control himself.		https://en.m.wiktionary.org/wiki/控製#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5424984 (Zurich899) & #8490500 (maxine)
流利	我想把英語說得很<b>流利</b>。	I would like to speak English fluently.		https://en.m.wiktionary.org/wiki/流利#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #325468 (CK) & #894417 (Martha)
相当	我认为自己的法语<b>相当</b>流利。	I consider myself fairly fluent in French.		https://en.m.wiktionary.org/wiki/相當#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3824547 (CK) & #5091745 (mirrorvan)
目前	<b>目前</b>我问题很多。	I have a lot of problems at the moment.		https://en.m.wiktionary.org/wiki/目前#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #257453 (CM) & #784577 (fucongcong)
好吃	汤姆送我的苹果好<b>好吃</b>。	The apples Tom sent me were delicious.		https://en.m.wiktionary.org/wiki/好吃#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10206376 (CK) & #10206403 (GlossaMatik)
壞	我不知道它是好是<b>壞</b>。	I don't know whether it's good or not.	I do not know whether it is good or not.	https://en.m.wiktionary.org/wiki/壞#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7516785 (CK) & #5558555 (verdastelo9604)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #43074 (CK) & #5558555 (verdastelo9604)
檢查	我就覺得我該再<b>檢查</b>一遍。	I just thought I should double check.		https://en.m.wiktionary.org/wiki/檢查#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2373996 (CK) & #8571926 (verdastelo9604)
澳洲	你确定汤姆现在在<b>澳洲</b>吗？	Are you sure Tom is in Australia now?	Are you sure that Tom is in Australia now?	https://en.m.wiktionary.org/wiki/澳洲#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7194548 (CK) & #8800824 (crescat)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7194549 (CK) & #8800824 (crescat)
爆炸	<b>爆炸</b>的原因是什么？	What was the cause of the explosion?		https://en.m.wiktionary.org/wiki/爆炸#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #44484 (CK) & #335413 (fucongcong)
刚	Tom<b>刚</b>吃完晚饭。	Tom has just finished eating dinner.		https://en.m.wiktionary.org/wiki/剛#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3557812 (CK) & #3636670 (suitchic)
放弃	她不得不<b>放弃</b>这个计划。	She was obliged to give up the plan.		https://en.m.wiktionary.org/wiki/放棄#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #312382 (CK) & #2456076 (fenfang557)
功課	瑪麗說她會做她的<b>功課</b>。	Mary said she would do her homework.		https://en.m.wiktionary.org/wiki/功課#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #31918 (CK) & #891614 (Martha)
彈鋼琴	我想聽你<b>彈鋼琴</b>。	I'd like to hear you play the piano.		https://en.m.wiktionary.org/wiki/彈鋼琴#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5781127 (Cainntear) & #5706175 (xjjAstrus)
跟着	我不明白为什么我得<b>跟着</b>去。	I don't see why I had to come along.		https://en.m.wiktionary.org/wiki/跟著#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2539904 (CK) & #8792028 (slo_oth)
之后	汤姆在2：30<b>之后</b>才能回家。	Tom can't go home until after 2:30.		https://en.m.wiktionary.org/wiki/之後#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1951716 (CK) & #5650537 (verdastelo9604)
小偷	警察逮捕了<b>小偷</b>。	The policeman arrested the burglar.		https://en.m.wiktionary.org/wiki/小偷#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #400567 (CK) & #844637 (Martha)
腳踏車	我讓我的哥哥修理我的<b>腳踏車</b>。	I had my brother repair my bicycle.		https://en.m.wiktionary.org/wiki/腳踏車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #257149 (CK) & #876738 (Martha)
數學	他不是很擅長<b>數學</b>。	He is not very good at mathematics.		https://en.m.wiktionary.org/wiki/數學#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #288817 (CK) & #881856 (Martha)
隨時	只要你喜歡，你<b>隨時</b>可以來我家。	Come to my house whenever you like.	You can visit me whenever you want.	https://en.m.wiktionary.org/wiki/隨時#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #66198 (CK) & #874686 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #8909296 (cazort) & #874686 (Martha)
介意	你<b>介意</b>打開窗戶嗎?	Would you mind opening the window?		https://en.m.wiktionary.org/wiki/介意#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #19165 (CK) & #874468 (Martha)
而是	我要的不是茶，<b>而是</b>咖啡。	What I want isn't tea, but coffee.		https://en.m.wiktionary.org/wiki/而是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1615236 (CK) & #1783780 (sadhen)
價格	任何<b>價格</b>我都不會賣。	I wouldn't sell that at any price.		https://en.m.wiktionary.org/wiki/價格#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #36588 (CK) & #894336 (Martha)
手表	汤姆不喜欢戴<b>手表</b>。	Tom doesn't like to wear a watch.		https://en.m.wiktionary.org/wiki/手錶#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1026005 (CK) & #1235633 (sunnywqing)
一会儿	我觉得你应该多休息<b>一会儿</b>。	I think you should get more rest.		https://en.m.wiktionary.org/wiki/一會兒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #39300 (CK) & #8761480 (crescat)
那时	他告诉我他<b>那时</b>很忙。	He told me that he was busy then.		https://en.m.wiktionary.org/wiki/那時#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #287948 (CM) & #5581657 (verdastelo9604)
因	他常常<b>因</b>他自己的笑話而笑。	He often laughs at his own jokes.		https://en.m.wiktionary.org/wiki/因#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #293287 (CK) & #876703 (Martha)
進	你不能<b>進</b>這個房間。	You aren't allowed in this room.	You're not allowed in this room.	https://en.m.wiktionary.org/wiki/進#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2583425 (CK) & #5881201 (xjjAstrus)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2954964 (CK) & #5881201 (xjjAstrus)
忠告	你為什麼不聽我的<b>忠告</b>？	Why didn't you follow my advice?		https://en.m.wiktionary.org/wiki/忠告#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #38780 (CK) & #874473 (Martha)
這家	<b>這家</b>旅館不提供午餐。	This hotel does not serve lunch.		https://en.m.wiktionary.org/wiki/這傢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #60496 (CK) & #872125 (Martha)
我將	<b>我將</b>出席這個會議。	I'm going to attend the meeting.		https://en.m.wiktionary.org/wiki/我將#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #254261 (CK) & #860831 (Martha)
等到	請<b>等到</b>他回來。	Please wait till he comes back.		https://en.m.wiktionary.org/wiki/等到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #283515 (CK) & #858809 (Martha)
免費	我<b>免費</b>得到這輛自行車。	I got this bicycle for nothing.		https://en.m.wiktionary.org/wiki/免費#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #253629 (CK) & #846429 (Martha)
襯衫	他把他的<b>襯衫</b>穿反了。	He had his shirt on inside out.		https://en.m.wiktionary.org/wiki/襯衫#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #290139 (CK) & #883289 (Martha)
你現	<b>你現</b>在最好回家。	You'd better go back home now.		https://en.m.wiktionary.org/wiki/你現#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #31424 (CK) & #900260 (Martha)
嗜好	我的<b>嗜好</b>就是彈鋼琴。	My hobby is playing the piano.		https://en.m.wiktionary.org/wiki/嗜好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #251132 (CK) & #816814 (Martha)
拍	我為我的家人<b>拍</b>了照片。	I took a picture of my family.		https://en.m.wiktionary.org/wiki/拍#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #256520 (CK) & #881109 (Martha)
跳	湯姆從椅子上<b>跳</b>了起來。	Tom jumped up from his chair.		https://en.m.wiktionary.org/wiki/跳#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2744925 (sharptoothed) & #6151297 (verdastelo9604)
工厂	我父亲在<b>工厂</b>工作。	My father works at a factory.	My father works at the factory.	https://en.m.wiktionary.org/wiki/工廠#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2255946 (CM) & #2255509 (Venki)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2255947 (CM) & #2255509 (Venki)
給了	我們<b>給了</b>母親一支手錶。	We gave our mother a watch.		https://en.m.wiktionary.org/wiki/給瞭#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #22667 (CK) & #805113 (Martha)
机会	我又失去了一次<b>机会</b>。	I've missed another chance.		https://en.m.wiktionary.org/wiki/機會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1415775 (CK) & #1415794 (sadhen)
过来	让她中午<b>过来</b>。	Tell her to come at noon.		https://en.m.wiktionary.org/wiki/過來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #308906 (CK) & #375286 (fucongcong)
進來	我聽到有人<b>進來</b>了。	I heard someone come in.		https://en.m.wiktionary.org/wiki/進來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2360747 (CK) & #6094837 (verdastelo9604)
痛	你哪裡<b>痛</b>？	Where do you have pain?		https://en.m.wiktionary.org/wiki/痛#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #403283 (CK) & #842286 (Martha)
遞給	她<b>遞給</b>了他鑰匙。	She handed him the key.		https://en.m.wiktionary.org/wiki/遞給#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #388385 (CK) & #844602 (Martha)
手指	不能用<b>手指</b>人。	Don't point at others.		https://en.m.wiktionary.org/wiki/手指#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #270168 (CK) & #2031307 (ydcok)
远	我家很<b>远</b>。	My home is far away.		https://en.m.wiktionary.org/wiki/遠#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4757673 (Doremi391) & #4764659 (ryanwoo)
离	我说过让你<b>离</b>我的电脑远一点的。	I thought I told you to stay away from my computer.	I thought that I told you to stay away from my computer.	https://en.m.wiktionary.org/wiki/離#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1961281 (CK) & #8929171 (crescat)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7174220 (CK) & #8929171 (crescat)
飞机	<b>飞机</b>准备好了。	The plane is ready.		https://en.m.wiktionary.org/wiki/飛機#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2685785 (Joseph) & #5900407 (verdastelo9604)
加入	請<b>加入</b>我們。	Please join us.		https://en.m.wiktionary.org/wiki/加入#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3333875 (CK) & #6150018 (verdastelo9604)
擅长	即使我在学校学习了三年，我仍然不<b>擅长</b>说法语。	Even though I studied French for three years in school, I'm not good at speaking it.		https://en.m.wiktionary.org/wiki/擅長#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2451053 (CK) & #8870266 (will66)
火车站	“你去哪儿了？”“我去了<b>火车站</b>送我的一个朋友。”	"Where have you been?" "I have been to the station to see a friend off."		https://en.m.wiktionary.org/wiki/火車站#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73839 (CK) & #333716 (fucongcong)
抽烟	他还记得他妈妈发现他正在<b>抽烟</b>的那天。	He still remembers the day his mother found out he was smoking.		https://en.m.wiktionary.org/wiki/抽煙#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #264547 (CK) & #846418 (kooler)
原谅	<b>原谅</b>我早上这么早给你打电话。	Please excuse me for calling you so early in the morning.		https://en.m.wiktionary.org/wiki/原諒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #54636 (Eldad) & #9965022 (GlossaMatik)
机场	我父母去<b>机场</b>送我叔叔了。	My parents have gone to the airport to see my uncle off.		https://en.m.wiktionary.org/wiki/機場#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #325694 (CK) & #336651 (fucongcong)
学法语	汤姆说玛丽可能还在<b>学法语</b>。	Tom said that Mary was probably still studying French.		https://en.m.wiktionary.org/wiki/學法語#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6431752 (CK) & #8748533 (cxpadonis)
大概	湯姆<b>大概</b>不知道為什麼野餐取消了。	Tom probably doesn't know why the picnic was canceled.		https://en.m.wiktionary.org/wiki/大概#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2745794 (CK) & #2771066 (cienias)
他来	<b>他来</b>还是不来，结果是一样的。	Whether he comes or not, the result will be the same.		https://en.m.wiktionary.org/wiki/他來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #284277 (CK) & #1416058 (sadhen)
每次	<b>每次</b>他来这里点一样的菜。	Every time he comes here, he orders the same dish.		https://en.m.wiktionary.org/wiki/每次#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #894789 (pauldhunt) & #4757626 (ryanwoo)
有没有	<b>有没有</b>可能汤姆不会去那儿？	Is there any chance that Tom isn't going to be there?		https://en.m.wiktionary.org/wiki/有沒有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7222971 (CK) & #10635218 (gumblex)
畢業	如果你通過這個考試，你下個月就可以<b>畢業</b>了。	If you pass this test, you could graduate next month.		https://en.m.wiktionary.org/wiki/畢業#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1283954 (Trailsend) & #1278335 (egg0073)
停下	走了一個小時後，我們<b>停下</b>來休息。	After walking for an hour, we stopped to take a rest.		https://en.m.wiktionary.org/wiki/停下#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73150 (CK) & #830471 (Martha)
持续	雪从明天开始下，一直<b>持续</b>一个星期。	Starting tomorrow, it's going to snow for a week.		https://en.m.wiktionary.org/wiki/持續#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #452958 (Benjameno) & #1706446 (sadhen)
我來	對不起，<b>我來</b>晚了，我沒找到汽車站。	I'm sorry I'm late. I couldn't find the bus stop.		https://en.m.wiktionary.org/wiki/我來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10534794 (sundown) & #9524571 (xjjAstrus)
國家	我來這個<b>國家</b>的目的是學習音樂。	I came to this country for the purpose of studying music.		https://en.m.wiktionary.org/wiki/國傢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #25399 (CK) & #789963 (Martha)
信息	我会把所有有用的<b>信息</b>给你的。	I will provide you all the necessary information.		https://en.m.wiktionary.org/wiki/信息#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #526662 (CK) & #805043 (fucongcong)
我會給	<b>我會給</b>你所有必要的信息。	I'll provide you with all the necessary information.		https://en.m.wiktionary.org/wiki/我會給#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1137222 (CK) & #6119432 (verdastelo9604)
姐妹	他和他的<b>姐妹</b>们目前都住在东京。	He and his sisters are currently living in Tokyo.		https://en.m.wiktionary.org/wiki/姐妹#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1477144 (weihaiping) & #332641 (fucongcong)
尽管	<b>尽管</b>我并不是真的需要这样做，我还是做了。	I did that, even though I didn't really need to.		https://en.m.wiktionary.org/wiki/盡管#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6759924 (CK) & #8746395 (cxpadonis)
翻译	你用了多少时间来<b>翻译</b>这本书？	How long did it take you to translate this book?		https://en.m.wiktionary.org/wiki/翻譯#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2826505 (CK) & #786042 (fucongcong)
處	每次我去他住<b>處</b>，他都在讀書。	Every time I went to his place, he was studying.		https://en.m.wiktionary.org/wiki/處#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #814852 (CK) & #816809 (Martha)
可怕	我只是希望我们能离开这个<b>可怕</b>的地方。	I just wish we could leave this horrible place.		https://en.m.wiktionary.org/wiki/可怕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #40902 (CK) & #336673 (fucongcong)
警告	你應該多注意他的<b>警告</b>。	You should pay more attention to his warnings.		https://en.m.wiktionary.org/wiki/警告#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #15818 (Swift) & #775628 (Martha)
